geoUnit,Year,RegionArea,VLNS,VLNS_num,VLS,VLS_num,HCTS,Population,ART2coverage,Unigold.HIV.1.2_Test_Eligible,CumNumPersNotOnART_perc,Tenofovir.300Mg.Lamivudine.300Mg.Efavirenz.600Mg.Tablets_Treatment_Stockout,HIVprevalence_num,Efavirenz.600Mg.Tablets_Treatment_Eligible,Zidovudine.60Mg.Lamivudine.30Mg.Nevirapine.50Mg.Tablets_Treatment_Available,Nevirapine.Oral.Solution_Treatment_Stockout,Nevirapine.Oral.Solution_Treatment_Available,Determine.HIV.1.2_Test_Stockout,Determine.HIV.1.2_Test_Unavailable,Nevirapine.Oral.Solution_Treatment_Unavailable_pct,Efavirenz.600Mg.Tablets_Treatment_Stockout,Efavirenz.600Mg.Tablets_Treatment_Unavailable,Zidovudine.60Mg.Lamivudine.30Mg.Nevirapine.50Mg.Tablets_Treatment_Stockout,Zidovudine.60Mg.Lamivudine.30Mg.Nevirapine.50Mg.Tablets_Treatment_Eligible,HIVprevalence,Unigold.HIV.1.2_Test_Unavailable,CumNumPersOnART,Efavirenz.600Mg.Tablets_Treatment_Unavailable_pct,Tenofovir.300Mg.Lamivudine.300Mg.Efavirenz.600Mg.Tablets_Treatment_Unavailable,Unigold.HIV.1.2_Test_Unavailable_pct,Tenofovir.300Mg.Lamivudine.300Mg.Efavirenz.600Mg.Tablets_Treatment_Eligible,Unigold.HIV.1.2_Test_Stockout,Nevirapine.Oral.Solution_Treatment_Eligible,Tenofovir.300Mg.Lamivudine.300Mg.Efavirenz.600Mg.Tablets_Treatment_Unavailable_pct,Determine.HIV.1.2_Test_Unavailable_pct,Zidovudine.60Mg.Lamivudine.30Mg.Nevirapine.50Mg.Tablets_Treatment_Unavailable,Zidovudine.60Mg.Lamivudine.30Mg.Nevirapine.50Mg.Tablets_Treatment_Unavailable_pct,rptHIVcases,Tenofovir.300Mg.Lamivudine.300Mg.Efavirenz.600Mg.Tablets_Treatment_Available,Nevirapine.Oral.Solution_Treatment_Unavailable,CumNumPersEnrolledInHIV,Efavirenz.600Mg.Tablets_Treatment_Available,Health_spendingPerCapita,CurrNumPersOnART,Unigold.HIV.1.2_Test_Available,VCTcases_new,NumPersPerSqKm
Manyara,2017,44522.0,100.0,0.0,0.0,0.0,42.8611111111111,1630226.33333333,0.008,1453.0,39.012932314587296,127.0,37797.5,923.0,751.0,225.0,1129.0,157.0,99.0,0.142748671222475,227.0,183.0,216.0,940.0,2.3,65.0,,0.198266522210184,107.0,0.0447350309704061,1345.0,101.0,1317.0,0.0795539033457249,0.0757459831675593,189.0,0.201063829787234,,1238.0,188.0,,740.0,,,1388.0,,37.0
Mara,2017,21760.0,16.1565836298933,1362.0,83.84341637010671,7068.0,34.6875,3019400.0,0.02,2257.0,48.5125435582224,135.0,116445.0,818.0,794.0,306.0,1842.0,184.0,166.0,0.129078014184397,156.0,46.0,152.0,830.0,3.6,121.0,,0.0562347188264058,83.0,0.0536109880372175,2117.0,149.0,2115.0,0.0392064241851677,0.0750791497060154,36.0,0.0433734939759036,,2034.0,273.0,,772.0,,,2136.0,,139.0
Mbeya,2017,60350.0,16.955841002045,10613.0,83.044158997955,51979.0,36.9408757716049,3019400.0,0.068,2402.0,45.7561509469156,70.0,243667.0,704.0,734.0,166.0,1967.0,127.0,89.0,0.0690960719356365,193.0,24.0,180.0,752.0,9.3,82.0,,0.0340909090909091,55.0,0.0341382181515404,2096.0,68.0,2113.0,0.0262404580152672,0.0438639724001971,18.0,0.023936170212766002,,2041.0,146.0,,680.0,,,2320.0,,50.0
Morogoro,2017,70624.0,17.1503957783642,65.0,82.8496042216358,314.0,32.2175925925926,1932523.0,0.071,2880.0,54.6539674768844,266.0,90599.8541666667,923.0,776.0,379.0,2221.0,245.0,145.0,0.12352012628255699,277.0,145.0,255.0,931.0,4.2,121.0,,0.157096424702059,166.0,0.0420138888888889,2516.0,194.0,2534.0,0.0659777424483307,0.0601160862354893,155.0,0.166487647690655,,2350.0,313.0,,778.0,,,2759.0,,27.0
Mtwara,2017,16710.0,14.660831509846899,67.0,85.3391684901531,390.0,44.2723524305556,1116050.0,0.048,1735.0,51.3784213398193,72.0,64821.0,1095.0,1004.0,142.0,1506.0,105.0,87.0,0.0883777239709443,129.0,127.0,116.0,1131.0,2.0,32.0,9743.0,0.11598173515981698,71.0,0.0184438040345821,1630.0,29.0,1652.0,0.0435582822085889,0.0591434398368457,127.0,0.112290008841733,,1559.0,146.0,,968.0,,,1703.0,,67.0
Mwanza,2017,9467.0,13.172043010752699,1470.0,86.8279569892473,9690.0,36.0192901234568,1759000.0,0.043,2426.0,50.8248842147527,70.0,117985.0,1170.0,1102.0,138.0,2053.0,98.0,147.0,0.08266309204647,197.0,124.0,191.0,1244.0,7.2,101.0,,0.105982905982906,76.0,0.0416323165704864,2195.0,47.0,2238.0,0.034624145785877,0.0643607705779334,142.0,0.11414790996784599,,2119.0,185.0,,1046.0,,,2325.0,,186.0
Njombe,2017,21347.0,9.437386569873,52.0,90.56261343012699,499.0,39.529489776234605,3019400.0,0.035,2112.0,44.40703972273211,52.0,154910.25,677.0,635.0,232.0,1795.0,97.0,62.0,0.12224938875305601,169.0,102.0,149.0,726.0,11.4,38.0,,0.150664697193501,62.0,0.0179924242424242,2047.0,22.0,2045.0,0.0302882266731803,0.0326659641728135,91.0,0.12534435261708002,,1985.0,250.0,,575.0,,,2074.0,,141.0
Pwani,2017,32547.0,23.636363636363697,117.0,76.36363636363629,378.0,29.526089891975303,1817650.0,0.065,2378.0,47.3804222442793,227.0,64821.0,1245.0,985.0,347.0,1736.0,182.0,169.0,0.17919621749409,394.0,313.0,389.0,1297.0,5.5,108.0,,0.25140562248996,212.0,0.0454163162321278,2084.0,105.0,2115.0,0.10172744721689099,0.0796418473138548,312.0,0.240555127216654,,1872.0,379.0,,932.0,,,2270.0,,56.0
Rukwa,2017,22792.0,14.333457111028599,772.0,85.6665428889714,4614.0,142.901041666667,1679177.0,0.023,1615.0,38.6168819506882,34.0,62281.0,417.0,424.0,107.0,1419.0,23.0,29.0,0.0892169448010269,43.0,4.0,32.0,435.0,4.4,33.0,,0.00959232613908878,30.0,0.0204334365325077,1548.0,19.0,1558.0,0.0193798449612403,0.0182734719596723,11.0,0.0252873563218391,,1518.0,139.0,,413.0,,,1582.0,,74.0
Ruvuma,2017,63669.0,18.840579710145,13.0,81.159420289855,56.0,34.3096064814815,1890700.0,0.039,2337.0,41.347489007174296,73.0,66153.5,1186.0,1002.0,175.0,1961.0,106.0,203.0,0.128831630386495,124.0,174.0,111.0,1190.0,5.6,143.0,,0.14671163575042198,166.0,0.0611895592640137,2204.0,40.0,2251.0,0.0753176043557169,0.0943308550185874,188.0,0.157983193277311,,2038.0,290.0,,1012.0,,,2194.0,,30.0
Shinyanga,2017,18901.0,14.906922629435801,1025.0,85.0930773705642,5851.0,83.6041666666667,2079456.72916667,0.016,1479.0,42.3137354138975,70.0,45231.0,582.0,570.0,139.0,1326.0,96.0,55.0,0.0798056904927134,114.0,28.0,115.0,598.0,5.9,43.0,,0.0481099656357389,48.0,0.0290736984448952,1432.0,56.0,1441.0,0.0335195530726257,0.0402046783625731,28.0,0.0468227424749164,,1384.0,115.0,,554.0,,,1436.0,,110.0
Simiyu,2017,25212.0,12.588048170870302,554.0,87.41195182912969,3847.0,44.120370370370395,1808432.75,0.04,1667.0,40.42537825316379,100.0,45231.0,739.0,599.0,154.0,1427.0,74.0,101.0,0.10700876095118901,158.0,117.0,149.0,736.0,3.9,93.0,,0.158322056833559,117.0,0.0557888422315537,1550.0,69.0,1598.0,0.0754838709677419,0.0649100257069408,137.0,0.18614130434782603,,1433.0,171.0,,622.0,,,1574.0,,72.0
Singida,2017,49340.0,15.1079136690648,21.0,84.8920863309352,118.0,142.901041666667,1679177.0,0.064,1697.0,38.6168819506882,37.0,62281.0,387.0,388.0,107.0,1489.0,37.0,43.0,0.0808641975308642,41.0,20.0,38.0,400.0,3.6,57.0,,0.0516795865633075,54.0,0.0335886859163229,1590.0,38.0,1620.0,0.0339622641509434,0.0269592476489028,12.0,0.03,,1536.0,131.0,,367.0,,,1640.0,,34.0
Tabora,2017,76150.0,11.594202898550801,304.0,88.40579710144921,2318.0,31.8197337962963,2344225.0,0.028999999999999998,2373.0,49.139198104071,87.0,116445.0,999.0,874.0,306.0,1820.0,245.0,270.0,0.17497733454215803,209.0,115.0,186.0,980.0,5.1,211.0,24165.6666666667,0.115115115115115,148.0,0.0889169827222924,2197.0,122.0,2206.0,0.0673645880746473,0.122227252150294,106.0,0.10816326530612198,,2049.0,386.0,,884.0,,,2162.0,,31.0
Tanga,2017,26677.0,12.9580988117574,1036.0,87.04190118824259,6959.0,29.2617790316358,2009112.5,0.11800000000000001,2767.0,54.6539674768844,199.0,90599.8541666667,1356.0,1158.0,309.0,2148.0,299.0,257.0,0.137349397590361,456.0,274.0,409.0,1435.0,5.0,145.0,,0.20206489675516198,191.0,0.0524033249006144,2392.0,128.0,2490.0,0.0798494983277592,0.103587263200322,277.0,0.193031358885017,,2201.0,342.0,,1082.0,,,2622.0,,75.0
